Sample,Height_cm,Date
SG1.8.5,32,18-Oct
SG1.8.6,13,18-Oct
SG1.16.1,31,18-Oct
SG1.16.2,21,18-Oct
SG1.16.3,19,18-Oct
SG1.16.4,34,18-Oct
SG1.16.5,21,18-Oct
SG1.16.6,10,18-Oct
SG1.24.1,25,18-Oct
SG1.24.2,23,18-Oct
SG1.24.3,25,18-Oct
SG1.24.4,12,18-Oct
SG1.24.5,29,18-Oct
SG1.24.6,27,18-Oct
SG2.0.1,18,18-Oct
SG2.0.2,23,18-Oct
SG2.0.3,17,18-Oct
SG2.0.4,11,18-Oct
SG2.0.5,24,18-Oct
SG2.0.6,25,18-Oct
SG2.8.1,21,18-Oct
SG2.8.2,16,18-Oct
SG2.8.3,13,18-Oct
SG2.8.4,11,18-Oct
SG2.8.5,26,18-Oct
SG2.8.6,21,18-Oct
SG2.16.1,21,18-Oct
SG2.16.2,24,18-Oct
SG2.16.3,30,18-Oct
SG2.16.4,29,18-Oct
SG2.16.5,22,18-Oct
SG2.16.6,24,18-Oct
SG2.24.1,20,18-Oct
SG2.24.2,19,18-Oct
SG2.24.3,17,18-Oct
SG2.24.4,27,18-Oct
SG2.24.5,18,18-Oct
SG2.24.6,32,18-Oct
SG3.0.1,17,18-Oct
SG3.0.2,18,18-Oct
SG3.0.3,32,18-Oct
SG3.0.4,30,18-Oct
SG3.0.5,16,18-Oct
SG3.0.6,26,18-Oct
SG3.8.1,16,18-Oct
SG3.8.2,26,18-Oct
SG3.8.3,27,18-Oct
SG3.8.4,24,18-Oct
SG3.8.5,25,18-Oct
SG3.8.6,28,18-Oct
SG3.16.1,18,18-Oct
SG3.16.2,12,18-Oct
SG3.16.3,13,18-Oct
SG3.16.4,17,18-Oct
SG3.16.5,13,18-Oct
SG3.16.6,16,18-Oct
SG3.24.1,16,18-Oct
SG3.24.2,11,18-Oct
SG3.24.3,13,18-Oct
SG3.24.4,17,18-Oct
SG3.24.5,13,18-Oct
SG3.24.6,16,18-Oct
SG4.0.1,23,18-Oct
SG4.0.2,12,18-Oct
SG4.0.3,31,18-Oct
SG4.0.4,24,18-Oct
SG4.0.5,25,18-Oct
SG4.0.6,19,18-Oct
SG4.8.1,26,18-Oct
SG4.8.2,26,18-Oct
SG4.8.3,22,18-Oct
SG4.8.4,8,18-Oct
SG4.8.5,30,18-Oct
SG4.8.6,20,18-Oct
SG4.16.1,13,18-Oct
SG4.16.2,15,18-Oct
SG4.16.3,24,18-Oct
SG4.16.4,10,18-Oct
SG4.16.5,10,18-Oct
SG4.16.6,9,18-Oct
SG4.24.1,16,18-Oct
SG4.24.2,9,18-Oct
SG4.24.3,15,18-Oct
SG4.24.4,29,18-Oct
SG4.24.5,12,18-Oct
SG4.24.6,12,18-Oct
SG5.0.1,14,18-Oct
SG5.0.2,24,18-Oct
SG5.0.3,19,18-Oct
SG5.0.4,29,18-Oct
SG5.0.5,26,18-Oct
SG5.0.6,24,18-Oct
SG5.8.1,19,18-Oct
SG5.8.2,,18-Oct
SG5.8.3,27,18-Oct
SG5.8.4,31,18-Oct
SG5.8.5,28,18-Oct
SG5.8.6,29,18-Oct
SG5.16.1,17,18-Oct
SG5.16.2,12,18-Oct
SG5.16.3,16,18-Oct
SG5.16.4,10,18-Oct
SG5.16.5,15,18-Oct
SG5.16.6,15,18-Oct
SG5.24.1,19,18-Oct
SG5.24.2,12,18-Oct
SG5.24.3,24,18-Oct
SG5.24.4,12,18-Oct
SG5.24.5,10,18-Oct
SG5.24.6,13,18-Oct
SG6.0.1,22,18-Oct
SG6.0.2,20,18-Oct
SG6.0.3,20,18-Oct
SG6.0.4,21,18-Oct
SG6.0.5,19,18-Oct
SG6.0.6,20,18-Oct
SG6.8.1,16,18-Oct
SG6.8.2,28,18-Oct
SG6.8.3,20,18-Oct
SG6.8.4,23,18-Oct
SG6.8.5,38,18-Oct
SG6.8.6,24,18-Oct
SG6.16.1,26,18-Oct
SG6.16.2,17,18-Oct
SG6.16.3,11,18-Oct
SG6.16.4,17,18-Oct
SG6.16.5,22,18-Oct
SG6.16.6,22,18-Oct
SG6.24.1,16,18-Oct
SG6.24.2,17,18-Oct
SG6.24.3,35,18-Oct
SG6.24.4,28,18-Oct
SG6.24.5,20,18-Oct
SG6.24.6,6,18-Oct
BM1.0.1,7,21-Oct
BG1.0.2,6,21-Oct
BM1.0.3,16,21-Oct
BM1.0.4,5,21-Oct
BM1.0.5,13,21-Oct
BM1.0.6,7,21-Oct
BM1.8.1,5,21-Oct
BM1.8.2,7,21-Oct
BM1.8.3,10,21-Oct
BM1.8.4,9,21-Oct
BM1.8.5,11,21-Oct
BM1.8.6,5,21-Oct
BM1.16.1,5,21-Oct
BM1.16.2,8,21-Oct
BM1.16.3,9,21-Oct
BM1.16.4,7,21-Oct
BM1.16.5,10,21-Oct
BM1.16.6,5,21-Oct
BM1.24.1,13,21-Oct
BM1.24.2,12,21-Oct
BM1.24.3,9,21-Oct
BM1.24.4,14,21-Oct
BM1.24.5,13,21-Oct
BM1.24.6,13,21-Oct
BM2.0.1,21,21-Oct
BM2.0.2,16,21-Oct
BM2.0.3,21,21-Oct
BM2.0.4,14,21-Oct
BM2.0.5,5,21-Oct
BM2.0.6,6,21-Oct
BM2.8.1,15,21-Oct
BM2.8.1,13,21-Oct
BM2.8.3,16,21-Oct
BM2.8.4,16,21-Oct
BM2.8.5,21,21-Oct
BM2.8.6,11,21-Oct
BM2.16.1,12,21-Oct
BM2.16.2,14,21-Oct
BM2.16.3,31,21-Oct
BM2.16.4,18,21-Oct
BM2.16.5,16,21-Oct
BM2.16.6,14,21-Oct
BM2.24.1,10,21-Oct
BM2.24.2,17,21-Oct
BM2.24.3,11,21-Oct
BM2.24.4,16,21-Oct
BM2.24.5,19,21-Oct
BM2.24.6,11,21-Oct
BM3.0.1,6,21-Oct
BM3.0.2,16,21-Oct
BM3.0.3,13,21-Oct
BM3.0.4,14,21-Oct
BM3.0.5,11,21-Oct
BM3.0.6,12,21-Oct
BM3.8.1,19,21-Oct
BM3.8.2,7,21-Oct
BM3.8.3,14,21-Oct
BM3.8.4,20,21-Oct
BM3.8.5,18,21-Oct
BM3.8.6,11,21-Oct
BM3.16.1,11,21-Oct
BM3.16.2,14,21-Oct
BM3.16.3,8,21-Oct
BM3.16.4,15,21-Oct
BM3.16.5,12,21-Oct
BM3.16.6,18,21-Oct
BM3.24.1,11,21-Oct
BM3.24.2,12,21-Oct
BM3.24.3,12,21-Oct
BM3.24.4,19,21-Oct
BM3.24.5,16,21-Oct
BM3.24.6,19,21-Oct
BM4.0.1,13,21-Oct
BM4.0.2,10,21-Oct
BM4.0.3,14,21-Oct
BM4.0.4,13,21-Oct
BM4.0.5,17,21-Oct
BM4.0.6,11,21-Oct
BM4.8.1,10,21-Oct
BM4.8.2,12,21-Oct
BM4.8.3,10,21-Oct
BM4.8.4,13,21-Oct
BM4.8.5,12,21-Oct
BM4.8.6,14,21-Oct
BM4.16.1,8,21-Oct
BM4.16.2,22,21-Oct
BM4.16.3,22,21-Oct
BM4.16.4,13,21-Oct
BM4.16.5,12,21-Oct
BM4.16.6,12,21-Oct
BM4.24.1,9,21-Oct
BM4.24.2,9,21-Oct
BM4.24.3,24,21-Oct
BM4.24.4,11,21-Oct
BM4.24.5,6,21-Oct
BM4.24.6,6,21-Oct
BM5.0.1,17,21-Oct
BM5.0.2,17,21-Oct
BM5.0.3,21,21-Oct
BM5.0.4,18,21-Oct
BM5.0.5,14,21-Oct
BM5.0.6,13,21-Oct
BM5.8.1,13,21-Oct
BM5.8.2,20,21-Oct
BM5.8.3,17,21-Oct
BM5.8.4,38,21-Oct
BM5.8.5,16,21-Oct
BM5.8.6,13,21-Oct
BM5.16.1,11,21-Oct
BM5.16.2,14,21-Oct
BM5.16.3,16,21-Oct
BM5.16.4,15,21-Oct
BM5.16.5,13,21-Oct
BM5.16.6,18,21-Oct
BM5.24.1,13,21-Oct
BM5.24.2,17,21-Oct
BM5.24.3,32,21-Oct
BM5.24.4,4,21-Oct
BM5.24.5,15,21-Oct
BM5.24.6,15,21-Oct
BM6.0.1,14,21-Oct
BM6.0.2,12,21-Oct
BM6.0.3,17,21-Oct
BM6.0.4,23,21-Oct
BM6.0.5,27,21-Oct
BM6.0.6,26,21-Oct
BM6.8.1,20,21-Oct
BM6.8.2,8,21-Oct
BM6.8.3,13,21-Oct
BM6.8.4,18,21-Oct
BM6.8.5,13,21-Oct
BM6.8.6,9,21-Oct
BM6.16.1,10,21-Oct
BM6.16.2,10,21-Oct
BM6.16.3,9,21-Oct
BM6.16.4,13,21-Oct
BM6.16.5,15,21-Oct
BM6.16.6,8,21-Oct
BM6.24.1,17,21-Oct
BM6.24.2,15,21-Oct
BM6.24.3,4,21-Oct
BM6.24.4,7,21-Oct
BM6.24.5,13,21-Oct
BM6.24.6,10,21-Oct
LB1.0.1,8,25-Oct
LB1.0.2,9,25-Oct
LB1.0.3,10,25-Oct
LB1.0.4,19,25-Oct
LB1.0.5,11,25-Oct
LB1.0.6,21,25-Oct
LB1.8.1,8,25-Oct
LB1.8.2,3,25-Oct
LB1.8.3,5,25-Oct
LB1.8.4,6,25-Oct
LB1.8.5,8,25-Oct
LB1.8.6,7,25-Oct
LB1.16.1,8,25-Oct
LB1.16.2,7,25-Oct
LB1.16.3,9,25-Oct
LB1.16.4,8,25-Oct
LB1.16.5,8,25-Oct
LB1.16.6,7,25-Oct
LB1.24.1,8,25-Oct
LB1.24.2,7,25-Oct
LB1.24.3,8,25-Oct
LB1.24.4,4,25-Oct
BL1.24.5,9,25-Oct
LB1.24.6,9,25-Oct
LB2.0.1,5,25-Oct
LB2.0.2,6,25-Oct
LB2.0.3,7,25-Oct
LB2.0.4,6,25-Oct
LB2.0.5,4,25-Oct
LB2.0.6,6,25-Oct
LB2.8.1,8,25-Oct
LB2.8.2,12,25-Oct
LB2.8.3,4,25-Oct
LB2.8.4,8,25-Oct
LB2.8.5,7,25-Oct
LB2.8.6,7,25-Oct
LB2.16.1,5,25-Oct
LB2.16.2,17,25-Oct
LB2.16.3,8,25-Oct
LB2.16.4,5,25-Oct
LB2.16.5,5,25-Oct
LB2.16.6,6,25-Oct
LB2.24.1,5,25-Oct
LB2.24.2,7,25-Oct
LB2.24.3,4,25-Oct
LB2.24.4,6,25-Oct
LB2.24.5,20,25-Oct
LB2.24.6,6,25-Oct
LB3.0.1,7,25-Oct
LB3.0.2,9,25-Oct
LB3.0.3,7,25-Oct
LB3.0.4,6,25-Oct
LB3.0.5,6,25-Oct
LB3.0.6,5,25-Oct
LB3.8.1,8,25-Oct
LB3.8.2,9,25-Oct
LB3.8.3,7,25-Oct
LB3.8.4,7,25-Oct
LB3.8.5,6,25-Oct
LB3.8.6,7,25-Oct
LB3.16.1,7,25-Oct
LB3.16.2,5,25-Oct
LB3.16.3,4,25-Oct
LB3.16.4,6,25-Oct
LB3.16.5,6,25-Oct
LB3.16.6,4,25-Oct
LB3.24.1,19,25-Oct
LB3.24.2,13,25-Oct
LB3.24.3,6,25-Oct
LB3.24.4,6,25-Oct
LB3.24.5,6,25-Oct
LB3.24.6,13,25-Oct
LB4.0.1,6,25-Oct
LB4.0.2,3,25-Oct
LB4.0.3,7,25-Oct
LB4.0.4,20,25-Oct
LB4.0.5,6,25-Oct
LB4.0.6,6,25-Oct
LB4.8.1,6,25-Oct
LB4.8.2,8,25-Oct
LB4.8.3,12,25-Oct
LB4.8.4,17,25-Oct
LB4.8.5,8,25-Oct
LB4.8.6,6,25-Oct
LB4.16.1,3,25-Oct
LB4.16.2,,25-Oct
LB4.16.3,6,25-Oct
LB4.16.4,6,25-Oct
LB4.16.5,6,25-Oct
LB4.16.6,5,25-Oct
LB4.24.1,9,25-Oct
LB4.24.2,12,25-Oct
LB4.24.3,10,25-Oct
LB4.24.4,,25-Oct
LB4.24.5,8,25-Oct
LB4.24.6,14,25-Oct
LB5.0.1,6,25-Oct
LB5.0.2,7,25-Oct
LB5.0.3,7,25-Oct
LB5.0.4,7,25-Oct
LB5.0.5,6,25-Oct
LB5.0.6,6,25-Oct
LB5.8.1,9,25-Oct
LB5.8.2,6,25-Oct
LB5.8.3,6,25-Oct
LB5.8.4,6,25-Oct
LB5.8.5,6,25-Oct
LB5.8.6,6,25-Oct
LB5.16.1,5,25-Oct
LB5.16.2,6,25-Oct
LB5.16.3,5,25-Oct
LB5.16.4,3,25-Oct
LB5.16.5,6,25-Oct
LB5.16.6,7,25-Oct
LB5.24.1,5,25-Oct
LB5.24.2,6,25-Oct
LB5.24.3,9,25-Oct
LB5.24.4,8,25-Oct
LB5.24.5,8,25-Oct
LB5.24.6,20,25-Oct
LB6.0.1,7,25-Oct
LB6.0.2,6,25-Oct
LB6.0.3,7,25-Oct
LB6.0.4,6,25-Oct
LB6.0.5,5,25-Oct
LB6.0.6,5,25-Oct
LB6.8.1,22,25-Oct
LB6.8.2,7,25-Oct
LB6.8.3,10,25-Oct
LB6.8.4,8,25-Oct
LB6.8.5,7,25-Oct
LB6.8.6,6,25-Oct
LB6.16.1,7,25-Oct
LB6.16.2,7,25-Oct
LB6.16.3,7,25-Oct
LB6.16.4,6,25-Oct
LB6.16.5,10,25-Oct
LB6.16.6,4,25-Oct
LB6.24.1,8,25-Oct
LB6.24.2,6,25-Oct
LB6.24.3,5,25-Oct
LB6.24.4,2,25-Oct
LB6.24.5,7,25-Oct
LB6.24.6,9,25-Oct
BG1.0.1,40,25-Oct
BG1.0.2,30,25-Oct
BG1.0.3,31,25-Oct
BG1.0.4,26,25-Oct
BG1.0.5,22,25-Oct
BG1.0.6,30,25-Oct
BG1.8.1,28,25-Oct
BG1.8.2,32,25-Oct
BG1.8.3,24,25-Oct
BG1.8.4,34,25-Oct
BG1.8.5,37,25-Oct
BG1.8.6,27,25-Oct
BG1.16.1,22,25-Oct
BG1.16.2,16,25-Oct
BG1.16.3,28,25-Oct
BG1.16.4,30,25-Oct
BG1.16.5,35,25-Oct
BG1.16.6,,25-Oct
BG1.24.1,10,25-Oct
BG1.24.2,25,25-Oct
BG1.24.3,10,25-Oct
BG1.24.4,14,25-Oct
BG1.24.5,25,25-Oct
BG1.24.6,20,25-Oct
BG2.0.1,32,25-Oct
BG2.0.2,26,25-Oct
BG2.0.3,33,25-Oct
BG2.0.4,30,25-Oct
BG2.0.5,33,25-Oct
BG2.0.6,25,25-Oct
BG2.8.1,36,25-Oct
BG2.8.2,29,25-Oct
BG2.8.3,28,25-Oct
BG2.8.4,28,25-Oct
BG2.8.5,30,25-Oct
BG2.8.6,25,25-Oct
BG2.16.1,20,25-Oct
BG2.16.2,31,25-Oct
BG2.16.3,18,25-Oct
BG2.16.4,17,25-Oct
BG2.16.5,21,25-Oct
BG2.16.6,32,25-Oct
BG2.24.1,15,25-Oct
BG2.24.2,24,25-Oct
BG2.24.3,23,25-Oct
BG2.24.4,17,25-Oct
BG2.24.5,23,25-Oct
BG2.24.6,5,25-Oct
BG3.0.1,12,25-Oct
BG3.0.2,21,25-Oct
BG3.0.3,12,25-Oct
BG3.0.4,23,25-Oct
BG3.0.5,15,25-Oct
BG3.0.6,17,25-Oct
BG3.8.1,28,25-Oct
BG3.8.2,15,25-Oct
BG3.8.3,15,25-Oct
BG3.8.4,28,25-Oct
BG3.8.5,28,25-Oct
BG3.8.6,19,25-Oct
BG3.16.1,35,25-Oct
BG3.16.2,27,25-Oct
BG3.16.3,13,25-Oct
BG3.16.4,18,25-Oct
BG3.16.5,23,25-Oct
BG3.16.6,20,25-Oct
BG3.24.1,15,25-Oct
BG3.24.2,,25-Oct
BG3.24.3,23,25-Oct
BG3.24.4,26,25-Oct
BG3.24.5,14,25-Oct
BG3.24.6,,25-Oct
BG4.0.1,12,25-Oct
BG4.0.2,28,25-Oct
BG4.0.3,33,25-Oct
BG4.0.4,27,25-Oct
BG4.0.5,28,25-Oct
BG4.0.6,34,25-Oct
BG4.8.1,13,25-Oct
BG4.8.2,22,25-Oct
BG4.8.3,34,25-Oct
BG4.8.4,19,25-Oct
BG4.8.5,26,25-Oct
BG4.8.6,17,25-Oct
BG4.16.1,8,25-Oct
BG4.16.2,9,25-Oct
BG4.16.3,8,25-Oct
BG4.16.4,18,25-Oct
BG4.16.5,21,25-Oct
BG4.16.6,13,25-Oct
BG4.24.1,7,25-Oct
BG4.24.2,9,25-Oct
BG4.24.3,14,25-Oct
BG4.24.4,22,25-Oct
BG4.24.5,10,25-Oct
BG4.24.6,,25-Oct
BG5.0.1,42,25-Oct
BG5.0.2,29,25-Oct
BG5.0.3,37,25-Oct
BG5.0.4,35,25-Oct
BG5.0.5,36,25-Oct
BG5.0.6,29,25-Oct
BG5.8.1,22,25-Oct
BG5.8.2,27,25-Oct
BG5.8.3,24,25-Oct
BG5.8.4,25,25-Oct
BG5.8.5,22,25-Oct
BG5.8.6,23,25-Oct
BG5.16.1,6,25-Oct
BG5.16.2,25,25-Oct
BG5.16.3,28,25-Oct
BG5.16.4,29,25-Oct
BG5.16.5,35,25-Oct
BG5.16.6,21,25-Oct
BG5.24.1,12,25-Oct
BG5.24.2,11,25-Oct
BG5.24.3,26,25-Oct
BG5.24.4,10,25-Oct
BG5.24.5,20,25-Oct
BG5.24.6,14,25-Oct
BG6.0.1,30,25-Oct
BG6.0.2,23,25-Oct
BG6.0.3,18,25-Oct
BG6.0.4,37,25-Oct
BG6.0.5,25,25-Oct
BG6.0.6,29,25-Oct
BG6.8.1,16,25-Oct
BG6.8.2,17,25-Oct
BG6.8.3,27,25-Oct
BG6.8.4,20,25-Oct
BG6.8.5,17,25-Oct
BG6.8.6,23,25-Oct
BG6.16.1,19,25-Oct
BG6.16.2,18,25-Oct
BG6.16.3,9,25-Oct
BG6.16.4,27,25-Oct
BG6.16.5,13,25-Oct
BG6.16.6,30,25-Oct
BG6.24.1,26,25-Oct
BG6.24.2,12,25-Oct
BG6.24.3,,25-Oct
BG6.24.4,7,25-Oct
BG6.24.5,16,25-Oct
BG6.24.6,13,25-Oct
SG1.0.1,15,25-Oct
SG1.0.2,16,25-Oct
SG1.0.3,29,25-Oct
SG1.0.4,20,25-Oct
SG1.0.5,32,25-Oct
SG1.0.6,25,25-Oct
SG1.8.1,19,25-Oct
SG1.8.2,14,25-Oct
SG1.8.3,21,25-Oct
SG1.8.4,21,25-Oct
SG1.8.5,36,25-Oct
SG1.8.6,11,25-Oct
SG1.16.1,39,25-Oct
SG1.16.2,22,25-Oct
SG1.16.3,22,25-Oct
SG1.16.4,39,25-Oct
SG1.16.5,20,25-Oct
SG1.16.6,9,25-Oct
SG1.24.1,26,25-Oct
SG1.24.2,29,25-Oct
SG1.24.3,26,25-Oct
SG1.24.4,13,25-Oct
SG1.24.5,36,25-Oct
SG1.24.6,31,25-Oct
SG2.0.1,21,25-Oct
SG2.0.2,23,25-Oct
SG2.0.3,17,25-Oct
SG2.0.4,12,25-Oct
SG2.0.5,27,25-Oct
SG2.0.6,29,25-Oct
SG2.8.1,23,25-Oct
SG2.8.2,19,25-Oct
SG2.8.3,25,25-Oct
SG2.8.4,10,25-Oct
SG2.8.5,19,25-Oct
SG2.8.6,29,25-Oct
SG2.16.1,25,25-Oct
SG2.16.2,30,25-Oct
SG2.16.3,32,25-Oct
SG2.16.4,31,25-Oct
SG2.16.5,22,25-Oct
SG2.16.6,28,25-Oct
SG2.24.1,22,25-Oct
SG2.24.2,21,25-Oct
SG2.24.3,19,25-Oct
SG2.24.4,31,25-Oct
SG2.24.5,17,25-Oct
SG2.24.6,35,25-Oct
SG3.0.1,21,25-Oct
SG3.0.2,18,25-Oct
SG3.0.3,32,25-Oct
SG3.0.4,32,25-Oct
SG3.0.5,16,25-Oct
SG3.0.6,27,25-Oct
SG3.8.1,17,25-Oct
SG3.8.2,29,25-Oct
SG3.8.3,27,25-Oct
SG3.8.4,28,25-Oct
SG3.8.5,25,25-Oct
SG3.8.6,28,25-Oct
SG3.16.1,18,25-Oct
SG3.16.2,10,25-Oct
SG3.16.3,20,25-Oct
SG3.16.4,21,25-Oct
SG3.16.5,14,25-Oct
SG3.16.6,18,25-Oct
SG3.24.1,24,25-Oct
SG3.24.2,25,25-Oct
SG3.24.3,28,25-Oct
SG3.24.4,29,25-Oct
SG3.24.5,23,25-Oct
SG3.24.6,25,25-Oct
SG4.0.1,23,25-Oct
SG4.0.2,13,25-Oct
SG4.0.3,31,25-Oct
SG4.0.4,28,25-Oct
SG4.0.5,24,25-Oct
SG4.0.6,24,25-Oct
SG4.8.1,30,25-Oct
SG4.8.2,31,25-Oct
SG4.8.3,27,25-Oct
SG4.8.4,10,25-Oct
SG4.8.5,36,25-Oct
SG4.8.6,24,25-Oct
SG4.16.1,17,25-Oct
SG4.16.2,16,25-Oct
SG4.16.3,25,25-Oct
SG4.16.4,12,25-Oct
SG4.16.5,10,25-Oct
SG4.16.6,9,25-Oct
SG4.24.1,16,25-Oct
SG4.24.2,10,25-Oct
SG4.24.3,17,25-Oct
SG4.24.4,31,25-Oct
SG4.24.5,12,25-Oct
SG4.24.6,12,25-Oct
SG5.0.1,15,25-Oct
SG5.0.2,27,25-Oct
SG5.0.3,22,25-Oct
SG5.0.4,32,25-Oct
SG5.0.5,29,25-Oct
SG5.0.6,25,25-Oct
SG5.8.1,19,25-Oct
SG5.8.2,,25-Oct
SG5.8.3,30,25-Oct
SG5.8.4,37,25-Oct
SG5.8.5,33,25-Oct
SG5.8.6,34,25-Oct
SG5.16.1,17,25-Oct
SG5.16.2,13,25-Oct
SG5.16.3,18,25-Oct
SG5.16.4,11,25-Oct
SG5.16.5,14,25-Oct
SG5.16.6,17,25-Oct
SG5.24.1,18,25-Oct
SG5.24.2,12,25-Oct
SG5.24.3,25,25-Oct
SG5.24.4,12,25-Oct
SG5.24.5,13,25-Oct
SG5.24.6,11,25-Oct
SG6.0.1,22,25-Oct
SG6.0.2,22,25-Oct
SG6.0.3,20,25-Oct
SG6.0.4,24,25-Oct
SG6.0.5,23,25-Oct
SG6.0.6,20,25-Oct
SG6.8.1,17,25-Oct
SG6.8.2,31,25-Oct
SG6.8.3,27,25-Oct
SG6.8.4,25,25-Oct
SG6.8.5,44,25-Oct
SG6.8.6,29,25-Oct
SG6.16.1,28,25-Oct
SG6.16.2,17,25-Oct
SG6.16.3,11,25-Oct
SG6.16.4,17,25-Oct
SG6.16.5,27,25-Oct
SG6.16.6,32,25-Oct
SG6.24.1,16,25-Oct
SG6.24.2,18,25-Oct
SG6.24.3,39,25-Oct
SG6.24.4,31,25-Oct
SG6.24.5,22,25-Oct
SG6.24.6,5,25-Oct
BM1.0.1,14,28-Oct
BG1.0.2,10,28-Oct
BM1.0.3,26,28-Oct
BM1.0.4,11,28-Oct
BM1.0.5,22,28-Oct
BM1.0.6,15,28-Oct
BM1.8.1,12,28-Oct
BM1.8.2,11,28-Oct
BM1.8.3,16,28-Oct
BM1.8.4,16,28-Oct
BM1.8.5,17,28-Oct
BM1.8.6,10,28-Oct
BM1.16.1,11,28-Oct
BM1.16.2,14,28-Oct
BM1.16.3,15,28-Oct
BM1.16.4,14,28-Oct
BM1.16.5,10,28-Oct
BM1.16.6,18,28-Oct
BM1.24.1,18,28-Oct
BM1.24.2,18,28-Oct
BM1.24.3,13,28-Oct
BM1.24.4,19,28-Oct
BM1.24.5,21,28-Oct
BM1.24.6,18,28-Oct
BM2.0.1,31,28-Oct
BM2.0.2,31,28-Oct
BM2.0.3,34,28-Oct
BM2.0.4,25,28-Oct
BM2.0.5,12,28-Oct
BM2.0.6,12,28-Oct
BM2.8.1,26,28-Oct
BM2.8.1,25,28-Oct
BM2.8.3,27,28-Oct
BM2.8.4,28,28-Oct
BM2.8.5,29,28-Oct
BM2.8.6,19,28-Oct
BM2.16.1,19,28-Oct
BM2.16.2,20,28-Oct
BM2.16.3,38,28-Oct
BM2.16.4,18,28-Oct
BM2.16.5,24,28-Oct
BM2.16.6,30,28-Oct
BM2.24.1,22,28-Oct
BM2.24.2,26,28-Oct
BM2.24.3,19,28-Oct
BM2.24.4,27,28-Oct
BM2.24.5,31,28-Oct
BM2.24.6,20,28-Oct
BM3.0.1,11,28-Oct
BM3.0.2,24,28-Oct
BM3.0.3,23,28-Oct
BM3.0.4,26,28-Oct
BM3.0.5,18,28-Oct
BM3.0.6,17,28-Oct
BM3.8.1,31,28-Oct
BM3.8.2,14,28-Oct
BM3.8.3,22,28-Oct
BM3.8.4,26,28-Oct
BM3.8.5,29,28-Oct
BM3.8.6,20,28-Oct
BM3.16.1,18,28-Oct
BM3.16.2,24,28-Oct
BM3.16.3,18,28-Oct
BM3.16.4,24,28-Oct
BM3.16.5,19,28-Oct
BM3.16.6,28,28-Oct
BM3.24.1,20,28-Oct
BM3.24.2,22,28-Oct
BM3.24.3,18,28-Oct
BM3.24.4,26,28-Oct
BM3.24.5,25,28-Oct
BM3.24.6,28,28-Oct
BM4.0.1,24,28-Oct
BM4.0.2,18,28-Oct
BM4.0.3,24,28-Oct
BM4.0.4,22,28-Oct
BM4.0.5,27,28-Oct
BM4.0.6,20,28-Oct
BM4.8.1,16,28-Oct
BM4.8.2,18,28-Oct
BM4.8.3,15,28-Oct
BM4.8.4,22,28-Oct
BM4.8.5,21,28-Oct
BM4.8.6,23,28-Oct
BM4.16.1,15,28-Oct
BM4.16.2,34,28-Oct
BM4.16.3,35,28-Oct
BM4.16.4,20,28-Oct
BM4.16.5,21,28-Oct
BM4.16.6,19,28-Oct
BM4.24.1,15,28-Oct
BM4.24.2,16,28-Oct
BM4.24.3,43,28-Oct
BM4.24.4,19,28-Oct
BM4.24.5,12,28-Oct
BM4.24.6,9,28-Oct
BM5.0.1,22,28-Oct
BM5.0.2,30,28-Oct
